gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
AC092650.1	False	False	False	False	False	False	not_HVG	False	False	False
FOXN2	False	False	False	False	False	False	not_HVG	False	False	False
AC093635.1	False	False	False	False	False	False	not_HVG	False	False	False
PPP1R21	False	False	False	False	False	False	not_HVG	False	False	False
STON1	False	True	False	False	False	False	not_HVG	False	False	True
STON1-GTF2A1L	False	False	False	False	False	False	not_HVG	False	False	False
GTF2A1L	False	False	False	False	False	False	not_HVG	False	False	False
LHCGR	False	False	False	False	False	False	not_HVG	False	False	False
AC009975.1	True	False	False	False	False	True	HVG_retained	False	False	False
FSHR	False	False	False	False	False	False	not_HVG	False	False	False
AC009975.2	True	False	False	False	False	True	HVG_retained	False	False	False
AC009971.1	False	False	False	False	False	False	not_HVG	False	False	False
NRXN1	False	False	False	False	False	False	not_HVG	False	False	False
AC068725.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009234.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007682.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007402.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC007402.2	False	False	False	False	False	False	not_HVG	False	False	False
AC079304.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01867	False	False	False	False	False	False	not_HVG	False	False	False
AC139712.3	False	False	False	False	False	False	not_HVG	False	False	False
AC010967.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC010967.2	False	False	False	False	False	False	not_HVG	False	False	False
ASB3	False	False	False	False	False	False	not_HVG	False	False	False
CHAC2	False	False	False	False	False	False	not_HVG	False	False	False
ERLEC1	False	False	False	False	False	False	not_HVG	False	False	False
GPR75	False	True	False	False	False	False	not_HVG	False	True	False
PSME4	False	True	False	False	False	False	not_HVG	False	True	False
ACYP2	False	True	False	False	False	False	not_HVG	False	True	False
AC008280.3	False	False	False	False	False	False	not_HVG	False	False	False
TSPYL6	False	False	False	False	False	False	not_HVG	False	False	False
C2orf73	False	False	False	False	False	False	not_HVG	False	False	False
SPTBN1	False	False	False	False	False	False	not_HVG	False	False	False
AC092839.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092839.2	False	False	False	False	False	False	not_HVG	False	False	False
AC093110.1	False	False	False	False	False	False	not_HVG	False	False	False
EML6	False	False	False	False	False	False	not_HVG	False	False	False
AC104781.1	False	False	False	False	False	False	not_HVG	False	False	False
AC104781.2	False	False	False	False	False	False	not_HVG	False	False	False
RTN4	False	False	False	False	False	False	not_HVG	False	False	False
CLHC1	False	False	False	False	False	False	not_HVG	False	False	False
AC012358.1	False	False	False	False	False	False	not_HVG	False	False	False
RPS27A	False	False	False	True	False	False	not_HVG	False	False	False
MTIF2	False	False	False	False	False	False	not_HVG	False	False	False
AC012358.3	False	False	False	False	False	False	not_HVG	False	False	False
CCDC88A	False	False	False	False	False	False	not_HVG	False	False	False
CFAP36	False	True	False	False	False	False	not_HVG	False	True	False
PPP4R3B	False	False	False	False	False	False	not_HVG	False	False	False
AC015982.2	False	False	False	False	False	False	not_HVG	False	False	False
PNPT1	False	True	False	False	False	False	not_HVG	False	True	False
EFEMP1	False	True	False	False	False	False	not_HVG	False	True	True
AC011306.1	False	False	False	False	False	False	not_HVG	False	False	False
MIR217HG	False	False	False	False	False	False	not_HVG	False	False	False
LINC01813	False	False	False	False	False	False	not_HVG	False	False	False
AC007743.1	False	False	False	False	False	False	not_HVG	False	False	False
CCDC85A	False	False	False	False	False	False	not_HVG	False	False	False
AC132153.1	False	False	False	False	False	False	not_HVG	False	False	False
VRK2	False	False	False	False	False	False	not_HVG	False	False	False
AC068193.1	False	False	False	False	False	False	not_HVG	False	False	False
FANCL	False	False	False	False	False	False	not_HVG	False	False	False
AC007250.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01795	False	False	False	False	False	False	not_HVG	False	False	False
LINC01122	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01793	False	False	False	False	False	False	not_HVG	False	False	False
AC007100.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC007179.2	False	False	False	False	False	False	not_HVG	False	False	False
AC007179.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007100.2	False	False	False	False	False	False	not_HVG	False	False	False
AC007132.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007381.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007381.2	False	False	False	False	False	False	not_HVG	False	False	False
BCL11A	True	False	False	False	False	True	HVG_retained	False	False	False
AC009970.1	False	False	False	False	False	False	not_HVG	False	False	False
PAPOLG	False	False	False	False	False	False	not_HVG	False	False	False
LINC01185	False	False	False	False	False	False	not_HVG	False	False	False
REL	False	False	False	False	False	False	not_HVG	False	False	False
AC010733.2	False	False	False	False	False	False	not_HVG	False	False	False
PUS10	False	False	False	False	False	False	not_HVG	False	False	False
PEX13	False	False	False	False	False	False	not_HVG	False	False	False
KIAA1841	False	False	False	False	False	False	not_HVG	False	False	False
AC016747.1	False	False	False	False	False	False	not_HVG	False	False	False
C2orf74	False	False	False	False	False	False	not_HVG	False	False	False
AC016747.2	False	False	False	False	False	False	not_HVG	False	False	False
USP34	False	False	False	False	False	False	not_HVG	False	False	False
AC016747.3	False	False	False	False	False	False	not_HVG	False	False	False
AC016727.1	False	False	False	False	False	False	not_HVG	False	False	False
XPO1	False	False	False	False	False	False	not_HVG	False	False	False
AC016727.3	False	False	False	False	False	False	not_HVG	False	False	False
FAM161A	False	False	False	False	False	False	not_HVG	False	False	False
CCT4	False	False	False	False	False	False	not_HVG	False	False	False
AC107081.2	False	False	False	False	False	False	not_HVG	False	False	False
AC107081.4	True	False	False	False	False	True	HVG_retained	False	False	False
COMMD1	True	False	False	False	False	True	HVG_retained	False	False	False
AC018462.1	False	False	False	False	False	False	not_HVG	False	False	False
B3GNT2	False	False	False	False	False	False	not_HVG	False	False	False
AC093159.1	False	False	False	False	False	False	not_HVG	False	False	False
TMEM17	False	False	False	False	False	False	not_HVG	False	False	False
AC092155.1	False	False	False	False	False	False	not_HVG	False	False	False
EHBP1	False	False	False	False	False	False	not_HVG	False	False	False
AC092567.2	False	False	False	False	False	False	not_HVG	False	False	False
AC092567.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007098.1	False	False	False	False	False	False	not_HVG	False	False	False
OTX1	False	False	False	False	False	False	not_HVG	False	False	False
AC009501.3	False	False	False	False	False	False	not_HVG	False	False	False
WDPCP	False	False	False	False	False	False	not_HVG	False	False	False
MDH1	False	False	False	False	False	False	not_HVG	False	False	False
UGP2	False	False	False	False	False	False	not_HVG	False	False	False
VPS54	False	False	False	False	False	False	not_HVG	False	False	False
AC012368.2	False	False	False	False	False	False	not_HVG	False	False	False
PELI1	False	False	False	False	False	False	not_HVG	False	False	False
AC012368.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC00309	False	False	False	False	False	False	not_HVG	False	False	False
AC114752.1	False	False	False	False	False	False	not_HVG	False	False	False
AC114752.2	False	False	False	False	False	False	not_HVG	False	False	False
LGALSL-DT	False	False	False	False	False	False	not_HVG	False	False	False
LGALSL	False	False	False	False	False	False	not_HVG	False	False	False
LINC01805	False	False	False	False	False	False	not_HVG	False	False	False
AC008074.2	False	False	False	False	False	False	not_HVG	False	False	False
AFTPH	False	False	False	False	False	False	not_HVG	False	False	False
LINC02579	False	False	False	False	False	False	not_HVG	False	False	False
SERTAD2	False	False	False	False	False	False	not_HVG	False	False	False
AC007365.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007880.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01800	False	False	False	False	False	False	not_HVG	False	False	False
LINC02245	False	False	False	False	False	False	not_HVG	False	False	False
SLC1A4	False	False	False	False	False	False	not_HVG	False	False	False
LINC02576	False	False	False	False	False	False	not_HVG	False	False	False
CEP68	False	False	False	False	False	False	not_HVG	False	False	False
RAB1A	False	False	False	False	False	False	not_HVG	False	False	False
ACTR2	False	False	False	False	False	False	not_HVG	False	False	False
SPRED2	False	False	False	False	False	False	not_HVG	False	False	False
AC012370.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007389.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012370.2	False	False	False	False	False	False	not_HVG	False	False	False
AC007389.3	False	False	False	False	False	False	not_HVG	False	False	False
AC007389.5	False	False	False	False	False	False	not_HVG	False	False	False
AC118345.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092669.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01873	False	False	False	False	False	False	not_HVG	False	False	False
MEIS1-AS3	False	False	False	False	False	False	not_HVG	False	False	False
MEIS1	False	True	False	False	False	False	not_HVG	False	True	False
MEIS1-AS2	False	False	False	False	False	False	not_HVG	False	False	False
LINC01798	False	False	False	False	False	False	not_HVG	False	False	False
LINC01797	False	False	False	False	False	False	not_HVG	False	False	False
LINC01799	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01628	False	False	False	False	False	False	not_HVG	False	False	False
AC007403.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01828	False	False	False	False	False	False	not_HVG	False	False	False
LINC01829	False	False	False	False	False	False	not_HVG	False	False	False
AC023115.1	False	False	False	False	False	False	not_HVG	False	False	False
ETAA1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02831	False	False	False	False	False	False	not_HVG	False	False	False
AC007422.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC010987.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01812	False	False	False	False	False	False	not_HVG	False	False	False
C1D	False	False	False	False	False	False	not_HVG	False	False	False
WDR92	False	False	False	False	False	False	not_HVG	False	False	False
PNO1	False	False	False	False	False	False	not_HVG	False	False	False
PPP3R1	False	False	False	False	False	False	not_HVG	False	False	False
AC017083.2	False	False	False	False	False	False	not_HVG	False	False	False
AC017083.1	False	False	False	False	False	False	not_HVG	False	False	False
CNRIP1	False	True	False	False	False	False	not_HVG	True	False	False
AC015969.1	False	False	False	False	False	False	not_HVG	False	False	False
PLEK	False	False	False	False	False	False	not_HVG	False	False	False
FBXO48	False	False	False	False	False	False	not_HVG	False	False	False
APLF	False	False	False	False	False	False	not_HVG	False	False	False
PROKR1	False	False	False	False	False	False	not_HVG	False	False	False
ARHGAP25	False	False	False	False	False	False	not_HVG	False	False	False
LINC01890	False	False	False	False	False	False	not_HVG	False	False	False
LINC01888	True	False	False	False	False	True	HVG_retained	False	False	False
BMP10	False	False	False	False	False	False	not_HVG	False	False	False
GKN2	False	False	False	False	False	False	not_HVG	False	False	False
GKN1	False	False	False	False	False	False	not_HVG	False	False	False
ANTXR1	False	False	False	False	False	False	not_HVG	False	False	False
AC114802.1	False	False	False	False	False	False	not_HVG	False	False	False
GFPT1	False	True	False	False	False	False	not_HVG	True	False	False
NFU1	False	True	False	False	False	False	not_HVG	True	False	False
AAK1	False	True	False	False	False	False	not_HVG	True	False	False
ANXA4	False	False	False	False	False	False	not_HVG	False	False	False
AC092431.1	False	False	False	False	False	False	not_HVG	False	False	False
GMCL1	False	False	False	False	False	False	not_HVG	False	False	False
SNRNP27	False	False	False	False	False	False	not_HVG	False	False	False
