gene_id	gene_symbol	AMD_ZSTAT	AMD_P	POAG_ZSTAT	POAG_P	RE_ZSTAT	RE_P
23136	EPB41L3	2.3377	0.0097026	-1.0968	0.86363	0.53326	0.29693
23137	SMC5	1.4433	0.074462	-0.69135	0.75533	1.1641	0.12218
23138	N4BP3	1.1276	0.12975	-0.47245	0.6817	1.7333	0.041521
23139	MAST2	-2.2494	0.98776	1.3402	0.090092	2.556	0.0052937
2314	FLII	0.79274	0.21396	-0.2414	0.59538	3.0952	0.00098335
23140	ZZEF1	2.3352	0.0097671	0.7609	0.22336	4.5581	2.5805e-06
23141	ANKLE2	0.65998	0.25463	7.8552e-05	0.49997	3.4255	0.00030689
23142	DCUN1D4	-1.1305	0.87087	0.49495	0.31032	0.44682	0.3275
23143	LRCH1	0.15263	0.43935	1.1272	0.12983	2.616	0.0044482
23144	ZC3H3	0.97983	0.16358	1.0964	0.13645	2.1867	0.014384
23145	SSPO	0.14982	0.44045	0.3549	0.36133	1.1662	0.12177
23148	NACAD	-0.5772	0.7181	0.24405	0.40359	0.054481	0.47828
23149	FCHO1	-0.31011	0.62176	-0.4782	0.68374	0.072221	0.47121
2315	MLANA	0.47485	0.31745	1.2528	0.10514	-0.15458	0.56142
23150	FRMD4B	-1.4444	0.92569	0.88974	0.1868	2.5559	0.0052955
23151	GRAMD4	0.18675	0.42593	0.59041	0.27746	1.0228	0.15319
23152	CIC	0.14984	0.44044	1.645	0.049986	1.3358	0.090808
23154	NCDN	-1.2002	0.88497	-0.37597	0.64653	-0.13348	0.55309
23155	CLCC1	-1.3728	0.91509	-1.0737	0.85851	0.33314	0.36951
23157	SEPT6	-0.058534	0.52334	0.1087	0.45672		
23158	TBC1D9	0.46081	0.32247	0.223	0.41177	2.9627	0.0015246
2316	FLNA	-0.34382	0.63451	-0.10382	0.54134		
23160	WDR43	0.42433	0.33566	0.70256	0.24116	0.11334	0.45488
23161	SNX13	0.48685	0.31318	-0.30894	0.62132	0.89696	0.18487
23162	MAPK8IP3	-0.68297	0.75269	2.0747	0.019007	1.0711	0.14207
23163	GGA3	-0.19993	0.57923	0.031907	0.48727	2.2711	0.011572
23164	MPRIP	0.40281	0.34354	-0.41725	0.66175	1.1138	0.13268
23165	NUP205	-1.9378	0.97367	-0.46773	0.68001	0.66199	0.25399
23166	STAB1	0.81479	0.2076	2.4703	0.0067492	1.7105	0.043591
23167	EFR3A	-1.5515	0.93961	-0.50287	0.69247	-0.55286	0.70982
23168	RTF1	-0.065582	0.52614	0.48094	0.31528	2.3817	0.0086158
23169	SLC35D1	1.544	0.061294	-0.35064	0.63707	0.31174	0.37762
2317	FLNB	-0.013345	0.50532	2.2495	0.012241	1.1097	0.13356
23170	TTLL12	-2.6954	0.99649	1.297	0.09731	1.2558	0.10459
23171	GPD1L	-0.66703	0.74762	-0.15794	0.56275	-1.818	0.96547
23172	FAM175B	0.84218	0.19984	5.1234	1.5007e-07	0.335	0.36881
23173	METAP1	0.77792	0.21831	-0.90677	0.81774	-0.86878	0.80752
23174	ZCCHC14	-0.72592	0.76606	1.1123	0.133	3.4756	0.00025488
23175	LPIN1	1.7185	0.042851	1.5052	0.066134	0.74613	0.22779
23176	SEPT8	-0.90966	0.8185	-1.0089	0.84349	1.2906	0.098424
23177	CEP68	-0.91134	0.81894	0.87858	0.18981	0.32736	0.3717
23178	PASK	0.30889	0.3787	1.1708	0.12084	2.5381	0.0055726
23179	RGL1	-0.21514	0.58517	2.1827	0.01453	0.54252	0.29373
2318	FLNC	0.24078	0.40486	-0.082081	0.53271	-2.0777	0.98113
23180	RFTN1	1.203	0.1145	0.80898	0.20926	0.19495	0.42271
23181	DIP2A	-0.62308	0.73339	0.79356	0.21373	0.6197	0.26773
23184	MESDC2	0.85142	0.19727	2.3503	0.0093785	1.9515	0.025499
23185	LARP4B	0.66795	0.25208	0.74023	0.22958	1.0466	0.14765
23186	RCOR1	0.21632	0.41437	-1.0076	0.84318	4.2349	1.1434e-05
23187	PHLDB1	-0.37092	0.64465	-0.069267	0.52761	3.7618	8.4342e-05
23189	KANK1	-0.1036	0.54126	-0.33573	0.63146	3.4135	0.00032065
2319	FLOT2	0.93306	0.1754	0.69895	0.24229	0.83109	0.20296
23190	UBXN4	0.064909	0.47412	1.5422	0.061508	-0.60932	0.72884
23191	CYFIP1	-0.32009	0.62555	1.1002	0.13561	2.4224	0.0077091
23192	ATG4B	1.2069	0.11374	1.0992	0.13584	0.90637	0.18237
23193	GANAB	-1.6484	0.95036	1.5842	0.056572	2.2989	0.010756
23194	FBXL7	0.28521	0.38774	-0.3325	0.63024	0.52035	0.30141
23195	MDN1	0.30773	0.37914	-0.11193	0.54456	1.3104	0.095027
23196	FAM120A	0.73139	0.23227	0.45831	0.32336	0.96339	0.16768
23197	FAF2	1.427	0.076794	-0.026668	0.51064	1.0689	0.14256
23198	PSME4	1.7705	0.038319	2.6995	0.0034726	4.1471	1.6837e-05
23199	GSE1	-0.9629	0.8322	0.31652	0.3758	4.31	8.162e-06
23200	ATP11B	-0.94267	0.82707	0.75599	0.22483	0.12196	0.45147
23201	FAM168A	1.3023	0.096406	1.1977	0.11552	6.0023	9.7268e-10
23203	PMPCA	-0.40109	0.65582	0.90584	0.18251	1.0485	0.14719
23204	ARL6IP1	1.278	0.10062	-1.2029	0.88549	5.0557	2.1442e-07
23205	ACSBG1	2.1571	0.015499	0.033447	0.48666	0.011614	0.49537
23207	PLEKHM2	0.91747	0.17945	-0.33577	0.63148	2.9388	0.0016475
23208	SYT11	0.25077	0.401	2.137	0.016299	1.4357	0.075546
23209	MLC1	-0.52344	0.69967	0.54504	0.29286	-0.35587	0.63903
2321	FLT1	0.68501	0.24667	1.5405	0.061714	7.4804	3.7062e-14
23210	JMJD6	1.4033	0.080265	1.3745	0.084643	4.407	5.2411e-06
23211	ZC3H4	-0.86969	0.80777	-1.0214	0.84647	2.5397	0.0055467
23212	RRS1	-0.20591	0.58157	0.93062	0.17603	-0.87902	0.81031
23213	SULF1	-0.22236	0.58798	0.55495	0.28947	2.3097	0.010453
23214	XPO6	-1.5166	0.93532	-0.82375	0.79496	3.4905	0.00024109
23215	PRRC2C	1.4902	0.068089	2.3528	0.009316	1.0458	0.14783
23216	TBC1D1	0.58573	0.27903	1.3091	0.095256	-0.87727	0.80983
23217	ZFR2	0.63171	0.26379	-0.46109	0.67763	-0.30801	0.62096
23218	NBEAL2	0.66752	0.25222	0.51052	0.30484	3.552	0.00019115
23219	FBXO28	1.0175	0.15446	1.106	0.13436	1.0933	0.13713
2322	FLT3	-0.36981	0.64424	-1.7892	0.9632	-0.7922	0.78588
23220	DTX4	-1.2542	0.89512	1.0724	0.14176	-0.41127	0.65956
23221	RHOBTB2	0.18249	0.4276	1.3972	0.081176	0.64946	0.25802
23223	RRP12	-0.17994	0.5714	0.16337	0.43511	1.6545	0.049011
23224	SYNE2	-1.4834	0.93101	-0.10204	0.54064	0.6883	0.24563
23225	NUP210	0.85756	0.19557	0.28455	0.38799	1.1929	0.11645
23228	PLCL2	-1.2743	0.89873	0.41163	0.34031	-0.25505	0.60066
23229	ARHGEF9	-0.44821	0.673	-1.2772	0.89923		
2323	FLT3LG	0.083103	0.46688	0.42561	0.3352	2.1703	0.014994
23230	VPS13A	0.43667	0.33118	-0.36387	0.64202	0.049302	0.48034
23231	SEL1L3	-1.2012	0.88516	0.030645	0.48778	-1.2646	0.89699
23232	TBC1D12	0.65678	0.25566	-0.58705	0.72142	-0.39339	0.65299
23233	EXOC6B	-1.0183	0.84574	0.26405	0.39587	1.4919	0.067859
23234	DNAJC9	1.1994	0.11519	-0.50346	0.69268	-0.10345	0.5412
23235	SIK2	0.66225	0.25391	-0.43006	0.66643	1.2131	0.11255
23236	PLCB1	-0.85968	0.80502	0.54897	0.29151	1.4021	0.080437
23237	ARC	1.7848	0.037149	-0.076949	0.53067	1.4672	0.071167
23239	PHLPP1	-0.25436	0.60039	0.33156	0.37011	0.72936	0.23289
2324	FLT4	0.30189	0.38137	0.74584	0.22788	0.7994	0.21203
23240	KIAA0922	0.26648	0.39493	0.17021	0.43242	1.969	0.024477
23241	PACS2	-0.64252	0.73973	1.0441	0.14822	-2.3509	0.99064
23242	COBL	-0.63066	0.73587	-1.6249	0.94791	3.4852	0.00024592
23243	ANKRD28	0.13844	0.44495	-0.41197	0.65982	2.7627	0.0028659
23244	PDS5A	-1.061	0.85566	-0.039909	0.51592	1.0463	0.14771
23245	ASTN2	-0.86332	0.80602	-1.3565	0.91253	4.377	6.0152e-06
23246	BOP1	-0.27161	0.60704	-0.31898	0.62513	0.76352	0.22258
23247	KIAA0556	-1.4342	0.92424	-0.27902	0.60989	2.1595	0.015405
23248	RPRD2	0.15287	0.43925	1.0118	0.15581	5.1572	1.2535e-07
23250	ATP11A	-1.0349	0.84964	-0.53855	0.7049	2.2289	0.012909
23251	KIAA1024	0.57148	0.28384	0.28775	0.38677	2.3487	0.0094203
23252	OTUD3	0.099036	0.46055	0.75759	0.22435	0.50997	0.30503
23253	ANKRD12	-0.33784	0.63226	-0.88527	0.81199	-0.15076	0.55992
23254	KAZN	0.29388	0.38443	0.60361	0.27305	1.6486	0.049615
23255	MTCL1	1.4074	0.079651	-1.5036	0.93365	2.9558	0.0015595
23256	SCFD1	1.316	0.094084	-0.11318	0.54505	-2.3368	0.99027
23258	DENND5A	-0.51703	0.69743	0.24806	0.40204	0.61368	0.26971
23259	DDHD2	-0.55278	0.70979	0.82756	0.20396	1.427	0.076784
2326	FMO1	1.5097	0.065555	-0.26657	0.6051	0.11425	0.45452
23261	CAMTA1	-0.36323	0.64178	0.41401	0.33943	1.0626	0.14398
23262	PPIP5K2	-0.2234	0.58839	1.2477	0.10608	5.9315	1.5013e-09
23263	MCF2L	0.52964	0.29818	-0.23961	0.59469	2.1148	0.017225
23264	ZC3H7B	-0.34119	0.63352	1.4254	0.077025	7.3123	1.3128e-13
23265	EXOC7	-1.3012	0.90341	0.86521	0.19346	1.538	0.062019
23266	ADGRL2	-0.43669	0.66883	-0.026463	0.51056	1.6344	0.051084
23268	DNMBP	2.8259	0.0023574	-0.10687	0.54255	0.50864	0.3055
23269	MGA	-0.71548	0.76284	0.588	0.27826	-0.64125	0.73932
2327	FMO2	0.37295	0.35459	0.13117	0.44782	-0.093046	0.53707
23270	TSPYL4	1.5836	0.056647	1.0646	0.14352	5.1166	1.5557e-07
23271	CAMSAP2	1.2322	0.10895	0.74063	0.22946	6.9897	1.3772e-12
23272	FAM208A	3.377	0.00036643	-0.14656	0.55826	5.0979	1.7168e-07
23274	CLEC16A	-1.4257	0.92302	-1.2219	0.88913	1.7517	0.03991
23275	POFUT2	0.93803	0.17411	0.85664	0.19582	0.84115	0.20013
23276	KLHL18	0.42485	0.33547	0.45982	0.32282	3.9573	3.7895e-05
23277	CLUH	-2.4997	0.99379	-0.81029	0.79111	1.2452	0.10653
23279	NUP160	-0.80632	0.78997	0.57012	0.2843	5.1464	1.3276e-07
2328	FMO3	-0.25486	0.60058	0.1669	0.43372	-0.099992	0.53982
23281	MTUS2	-1.2132	0.88747	0.73228	0.232	-0.45979	0.67717
23283	CSTF2T	-1.7561	0.96047	0.44548	0.32798	1.6142	0.05324
23284	ADGRL3	1.1086	0.13381	0.88718	0.18749	4.509	3.2569e-06
23285	KIAA1107	0.1752	0.43046	0.50577	0.30651	1.0729	0.14165
23286	WWC1	1.3414	0.089902	-0.057084	0.52276	-0.4037	0.65678
23287	AGTPBP1	-2.3743	0.99121	2.0773	0.018887	0.1113	0.45569
23288	IQCE	-0.1465	0.55824	-0.87885	0.81026	1.76	0.039206
2329	FMO4	2.4701	0.0067537	-0.41326	0.66029	0.91553	0.17996
23291	FBXW11	0.25743	0.39842	-0.58051	0.71921	1.1505	0.12498
23293	SMG6	3.839	6.1766e-05	4.0595	2.4594e-05	1.1281	0.12964
23294	ANKS1A	1.125	0.1303	1.3917	0.082013	3.3027	0.00047887
23295	MGRN1	0.91478	0.18015	-0.32095	0.62588	1.0989	0.13591
23299	BICD2	0.88807	0.18725	1.1608	0.12286	1.1829	0.11842
2330	FMO5	-0.33249	0.63024	-1.7242	0.95766	-0.29441	0.61578
23300	ATMIN	-0.10255	0.54084	-1.0324	0.84905	1.5025	0.066486
23301	EHBP1	1.1425	0.12662	1.2616	0.10355	3.782	7.7788e-05
23302	WSCD1	-0.49085	0.68823	-0.90521	0.81732	0.69802	0.24258
23303	KIF13B	-0.95096	0.82919	0.48166	0.31502	0.88696	0.18755
23304	UBR2	0.26369	0.39601	-0.94191	0.82688	1.44	0.074937
23305	ACSL6	1.152	0.12467	1.2554	0.10467	2.2288	0.012913
23306	TMEM194A	0.78185	0.21715	2.0204	0.021673	3.1697	0.00076286
23307	FKBP15	-0.19861	0.57872	0.37873	0.35244	3.1308	0.00087179
23308	ICOSLG	-0.16591	0.56589	1.4037	0.080199	0.17112	0.43206
23309	SIN3B	1.1853	0.11794	0.69968	0.24206	-1.3405	0.90997
2331	FMOD	-1.3795	0.91613	0.054351	0.47833	1.2374	0.10798
23310	NCAPD3	0.25939	0.39767	1.3229	0.092936	1.8449	0.032528
23312	DMXL2	1.5482	0.060789	2.9187	0.0017573	0.70436	0.24061
23313	KIAA0930	-0.3251	0.62745	0.45602	0.32419	1.7759	0.037873
23314	SATB2	-2.7625	0.99713	1.5878	0.05617	3.3317	0.00043163
23315	SLC9A8	-0.63882	0.73853	-1.4387	0.92489	3.4121	0.00032231
23316	CUX2	1.1399	0.12716	-0.024711	0.50986	0.19742	0.42175
23317	DNAJC13	-0.56202	0.71295	0.54556	0.29268	4.4982	3.427e-06
23318	ZCCHC11	0.67332	0.25037	-0.70291	0.75895	3.6164	0.00014937
2332	FMR1	-0.04129	0.51647	-0.63101	0.73598		
23321	TRIM2	-1.6351	0.94898	-0.035386	0.51411	3.6923	0.0001111
23322	RPGRIP1L	-0.87471	0.80914	0.74845	0.22709	3.8547	5.7932e-05
23324	MAN2B2	-0.69345	0.75599	-0.055072	0.52196	-0.71037	0.76126
23325	KIAA1033	-0.35063	0.63707	1.8622	0.031289	2.7724	0.002782
23326	USP22	-1.5318	0.93721	0.29877	0.38256	0.049014	0.48045
23327	NEDD4L	0.048894	0.4805	-0.33118	0.62974	2.1416	0.016112
23328	SASH1	-1.8855	0.97032	0.70614	0.24005	-0.012521	0.50499
23329	TBC1D30	-0.26397	0.6041	0.68958	0.24523	2.711	0.0033539
23331	TTC28	1.1292	0.1294	2.9226	0.0017354	3.9848	3.3763e-05
23332	CLASP1	0.015671	0.49375	-1.0514	0.85346	1.7668	0.03863
23333	DPY19L1	0.24381	0.40369	0.61596	0.26896	0.59133	0.27715
23334	SZT2	0.99805	0.15913	-0.42438	0.66436	3.3493	0.00040501
23335	WDR7	0.013991	0.49442	0.99079	0.16089	0.45346	0.32511
23336	SYNM	-0.97214	0.83451	0.46343	0.32153	-0.62497	0.73401
23338	JADE2	-0.75752	0.77563	1.1323	0.12876	2.8539	0.002159
23339	VPS39	0.10887	0.45665	0.37664	0.35322	0.94954	0.17117
2334	AFF2	-0.12529	0.54985	-0.16985	0.56744		
23341	DNAJC16	1.418	0.078096	0.45552	0.32437	1.5842	0.056576
23344	ESYT1	-0.83503	0.79815	1.3129	0.09461	4.0897	2.1597e-05
23345	SYNE1	0.75308	0.2257	1.2567	0.10443	1.7063	0.043974
23347	SMCHD1	-1.4618	0.92811	-0.91636	0.82026	0.38701	0.34937
23348	DOCK9	1.259	0.10401	2.1882	0.014327	7.8156	2.7353e-15
23349	KIAA1045	0.72223	0.23508	0.60857	0.2714	2.2404	0.012534
2335	FN1	2.3597	0.0091459	1.9299	0.026809	1.2078	0.11355
23350	U2SURP	0.32507	0.37256	-2.8424	0.99776	-2.3773	0.99128
23351	KHNYN	0.22868	0.40956	-0.79182	0.78577	1.0186	0.15419
23352	UBR4	0.69652	0.24305	0.46523	0.32088	2.5125	0.0059943
23353	SUN1	-0.79214	0.78586	-0.34074	0.63335	2.1256	0.016767
23354	HAUS5	-0.94664	0.82809	-0.59777	0.725	3.784	7.7163e-05
23355	VPS8	-0.90294	0.81672	-0.24255	0.59582	-0.31082	0.62203
23357	ANGEL1	0.080189	0.46804	0.0049247	0.49804	0.14238	0.44339
23358	USP24	0.5259	0.29948	-0.35635	0.63921	0.2762	0.3912
23359	FAM189A1	-0.53197	0.70263	-0.58752	0.72157	1.1971	0.11563
23360	FNBP4	-0.56572	0.71421	0.55024	0.29108	5.2634	7.0717e-08
23361	ZNF629	-0.55563	0.71077	0.7323	0.23199	-0.12268	0.54882
23362	PSD3	0.19973	0.42085	0.18013	0.42853	0.59448	0.2761
23363	OBSL1	1.3805	0.083711	1.1248	0.13034	1.7236	0.042393
23365	ARHGEF12	1.0516	0.1465	6.9714	1.5692e-12	2.2179	0.013282
23366	KIAA0895	-1.0039	0.84229	-0.63018	0.73571	-0.90114	0.81624
23367	LARP1	0.52419	0.30007	-0.35459	0.63855	-1.7272	0.95793
23368	PPP1R13B	1.3947	0.08155	0.23547	0.40692	2.5844	0.0048775
23369	PUM2	-0.95251	0.82958	0.67332	0.25037	1.7292	0.041884
23370	ARHGEF18	0.3983	0.3452	0.23019	0.40897	2.9207	0.0017461
23371	TNS2	2.3977	0.0082489	0.15014	0.44033	0.96261	0.16787
23373	CRTC1	0.60603	0.27225	-0.45354	0.67492	0.851	0.19738
23376	UFL1	-1.0102	0.84379	0.28433	0.38808	0.25299	0.40014
23378	RRP8	-0.35864	0.64007	0.65904	0.25493	-0.6269	0.73464
23379	ICE1	1.1619	0.12264	-0.84537	0.80105	0.93001	0.17618
23381	SMG5	1.3187	0.093637	0.91887	0.17908	0.23636	0.40658
23382	AHCYL2	-0.20308	0.58046	-0.73364	0.76841	2.5256	0.0057744
23383	MAU2	-0.71383	0.76233	0.41358	0.33959	7.6175	1.2934e-14
23384	SPECC1L	-0.67587	0.75044	0.70712	0.23975	-0.43681	0.66887
23385	NCSTN	-0.72795	0.76668	1.5399	0.061795	0.016916	0.49325
23386	NUDCD3	0.99829	0.15907	-2.1359	0.98366	-0.58513	0.72077
23387	SIK3	2.4281	0.007589	0.64197	0.26045	4.1451	1.6986e-05
23389	MED13L	-2.4905	0.99362	0.47423	0.31767	1.5297	0.063045
2339	FNTA	-1.4183	0.92195	0.44138	0.32947	1.3175	0.093843
23390	ZDHHC17	1.9575	0.025147	0.84272	0.19969	-0.86591	0.80673
23392	KIAA0368	1.6484	0.049634	0.065125	0.47404	-0.32029	0.62562
23394	ADNP	1.0694	0.14245	-0.99856	0.841	1.9192	0.027477
23395	LARS2	-0.76694	0.77844	0.17521	0.43046	1.279	0.10045
23396	PIP5K1C	0.35817	0.36011	-0.55008	0.70887	-0.2337	0.59239
23397	NCAPH	1.932	0.026679	1.2513	0.10541	1.8341	0.033318
23398	PPWD1	-1.9257	0.97293	-0.41337	0.66033	1.3797	0.083838
23399	CTDNEP1	0.6258	0.26572	0.0068711	0.49726	4.1861	1.4191e-05
23400	ATP13A2	-0.56727	0.71473	0.57482	0.28271	1.5293	0.063101
23401	FRAT2	0.84461	0.19916	-0.11016	0.54386	1.3046	0.09602
23403	FBXO46	2.0191	0.021736	2.5663	0.0051392	1.0725	0.14176
23404	EXOSC2	0.82676	0.20419	0.98999	0.16109	0.67056	0.25125
23405	DICER1	0.87245	0.19148	-0.36092	0.64092	0.94346	0.17272
23406	COTL1	0.77438	0.21935	0.88761	0.18737	-0.49557	0.6899
23408	SIRT5	-1.3442	0.91056	0.13504	0.44629	0.29059	0.38568
23409	SIRT4	-0.68384	0.75296	0.2162	0.41441	0.5246	0.29993
23410	SIRT3	-2.109	0.98253	-0.036585	0.51459	0.90611	0.18244
23411	SIRT1	-0.71138	0.76157	-0.13905	0.55529	3.0777	0.0010432
23412	COMMD3	-1.1505	0.87502	0.061827	0.47535	-0.048201	0.51922
23413	NCS1	-1.7601	0.96081	-0.78063	0.78249	0.90524	0.18267
23414	ZFPM2	0.51868	0.30199	0.094671	0.46229	2.9435	0.0016226
23415	KCNH4	-0.28931	0.61383	1.3457	0.089205	0.90328	0.18319
23416	KCNH3	-1.3709	0.9148	0.19533	0.42257	2.2527	0.01214
23417	MLYCD	-1.8883	0.97051	-0.41654	0.66149	-0.44115	0.67045
23418	CRB1	8.6262	3.1722e-18	-0.63845	0.73841	0.84221	0.19984
2342	FNTB	-1.4885	0.9317	0.90293	0.18328	2.4187	0.0077877
23420	NOMO1	0.071159	0.47164	0.52484	0.29985	-0.93523	0.82516
23421	ITGB3BP	-1.1333	0.87145	-1.2397	0.89246	0.33606	0.36841
23423	TMED3	-0.29414	0.61567	-0.82474	0.79524	0.93995	0.17362
23424	TDRD7	-1.2613	0.89639	0.48146	0.31509	4.3436	7.0086e-06
23426	GRIP1	-1.1676	0.87852	-0.41085	0.65941	-0.46863	0.68033
23428	SLC7A8	0.033386	0.48668	-0.50051	0.69164	1.4855	0.068701
23429	RYBP	1.8561	0.031719	-0.45245	0.67453	2.3109	0.010419
23430	TPSD1	-0.10077	0.54013	-0.77284	0.78019	2.9755	0.0014627
23431	AP4E1	1.6051	0.054238	2.4946	0.0063051	1.0247	0.15276
23432	GPR161	-1.0043	0.84238	0.59562	0.27571	1.8476	0.032329
23433	RHOQ	0.29552	0.3838	-0.11744	0.54675	4.7851	8.5458e-07
23435	TARDBP	-1.2041	0.88572	1.6312	0.051422	3.2841	0.00051162
23436	CELA3B	-0.57405	0.71703	-0.25925	0.60228	2.1867	0.014382
23438	HARS2	-1.0524	0.85369	-0.30396	0.61942	3.2259	0.00062791
23439	ATP1B4	-0.22295	0.58821	1.5546	0.06002		
23440	OTP	0.027896	0.48887	-0.65883	0.745	1.518	0.06451
23443	SLC35A3	0.066604	0.47345	1.0367	0.14995	1.1553	0.12398
23446	SLC44A1	-0.1131	0.54502	2.1001	0.017862	0.49648	0.30978
23450	SF3B3	-1.1025	0.86488	0.24226	0.40429	2.0777	0.018868
23451	SF3B1	-0.088417	0.53523	0.50089	0.30822	-0.010894	0.50435
23452	ANGPTL2	2.0693	0.019257	6.1966	2.8851e-10	2.543	0.0054957
23456	ABCB10	-2.1173	0.98288	0.12421	0.45057	1.5945	0.055415
23457	ABCB9	1.1614	0.12273	2.7409	0.0030632	1.5523	0.0603
2346	FOLH1	0.60594	0.27228	1.1648	0.12204	3.8267	6.4934e-05
23460	ABCA6	0.44571	0.32791	-0.33104	0.62969	0.2041	0.41914
23461	ABCA5	-0.40189	0.65612	0.1907	0.42438	1.3413	0.089911
23462	HEY1	0.97685	0.16432	-0.83218	0.79735	1.0669	0.143
23463	ICMT	-2.1619	0.98469	-1.5068	0.93406	1.5527	0.060242
23464	GCAT	2.4577	0.0069909	4.2063	1.2977e-05	0.029299	0.48831
23466	CBX6	-0.12552	0.54994	0.33512	0.36877	1.055	0.14572
23467	NPTXR	-0.95506	0.83023	0.045085	0.48202	1.3794	0.083893
23468	CBX5	0.8516	0.19722	0.8808	0.18921	4.5335	2.9006e-06
23469	PHF3	0.48386	0.31424	-0.32154	0.6261	0.48906	0.3124
23471	TRAM1	-0.33708	0.63197	-0.56724	0.71473	1.1285	0.12956
23473	CAPN7	0.9876	0.16168	-0.06846	0.52729	2.2089	0.013589
23474	ETHE1	-1.4783	0.93034	1.6149	0.053165	-0.044405	0.51771
23475	QPRT	-2.5074	0.99392	-0.62551	0.73418	2.2071	0.013654
23476	BRD4	0.56366	0.28649	0.67699	0.24921	0.47513	0.31735
23478	SEC11A	-0.21505	0.58513	-0.66554	0.74715	-0.53498	0.70367
23479	ISCU	-0.82613	0.79563	0.44347	0.32871	2.0707	0.019193
2348	FOLR1	-0.49395	0.68933	-0.10837	0.54315	-0.14902	0.55923
23480	SEC61G	1.4544	0.07292	0.61284	0.26999	0.37399	0.35421
23481	PES1	0.06133	0.47555	0.93608	0.17462	-0.28057	0.61048
23483	TGDS	-0.55833	0.71169	0.40928	0.34117	0.90252	0.18339
23484	LEPROTL1	0.79362	0.21371	0.94996	0.17107	-0.28996	0.61407
23491	CES3	0.98697	0.16183	-0.26718	0.60534	2.1976	0.013988
23492	CBX7	-0.27739	0.60926	0.90431	0.18292	0.45976	0.32284
23493	HEY2	-0.036901	0.51472	1.714	0.043267	2.5488	0.0054055
23495	TNFRSF13B	-1.3434	0.91042	0.22735	0.41008	1.3407	0.090016
23498	HAAO	0.72294	0.23486	1.6763	0.046839	1.7194	0.042775
23499	MACF1	-1.1954	0.88403	0.43524	0.33169	2.156	0.015542
2350	FOLR2	-0.51121	0.6954	-0.22216	0.58791	-0.098515	0.53924
23500	DAAM2	-0.38402	0.64952	0.79437	0.21349	2.2646	0.011768
23503	ZFYVE26	1.9462	0.025817	1.4052	0.079979	2.59	0.0047992
23504	RIMBP2	-1.2227	0.88928	0.62332	0.26654	8.9777	1.3825000000000002e-19
23505	TMEM131	1.0629	0.14391	1.3265	0.092341	3.9406	4.0639e-05
23506	GLTSCR1L	-0.31646	0.62417	0.72462	0.23434	3.4646	0.00026549
23507	LRRC8B	-0.052952	0.52111	-1.8545	0.96817	1.1009	0.13547
23508	TTC9	-2.5679	0.99488	-1.2517	0.89465	1.5601	0.059366
23509	POFUT1	0.12304	0.45104	-0.67296	0.74951	1.5612	0.059242
23510	KCTD2	0.88772	0.18734	-0.26837	0.60579	3.5836	0.00016945
23511	NUP188	1.6587	0.048593	1.091	0.13763	-0.71236	0.76188
23512	SUZ12	1.5316	0.062813	-0.75053	0.77353	0.91038	0.18131
23513	SCRIB	-2.6414	0.99587	0.34995	0.36319	1.2855	0.099317
23514	SPIDR	-0.27895	0.60986	0.35306	0.36202	3.4914	0.00024028
23515	MORC3	0.3444	0.36527	-0.75521	0.77494	2.5381	0.0055724
23516	SLC39A14	-0.46649	0.67957	0.15212	0.43954	0.79866	0.21224
23517	SKIV2L2	0.70393	0.24074	-1.2785	0.89946	0.895	0.18539
23518	R3HDM1	0.49808	0.30921	1.2551	0.10473	-1.1525	0.87544
23519	ANP32D	-0.56161	0.71281	-0.66464	0.74686	1.5443	0.061254
2352	FOLR3	0.5754	0.28251	-0.33374	0.63071	0.46772	0.31999
23520	ANP32C	-0.70081	0.75829	0.67212	0.25075	0.32104	0.37409
23521	RPL13A	0.091657	0.46349	0.23814	0.40589	1.7968	0.036185
23522	KAT6B	1.53	0.063005	1.33	0.091753	0.97412	0.165
23523	CABIN1	-0.86241	0.80577	1.5699	0.058222	1.2794	0.10038
23524	SRRM2	-1.9226	0.97273	0.77026	0.22057	0.89716	0.18482
23526	HMHA1	4.7174	1.1941e-06	-0.62656	0.73453	-1.1366	0.87214
23527	ACAP2	1.4248	0.077112	0.33438	0.36905	-0.13723	0.55457
23528	ZNF281	0.057134	0.47722	1.256	0.10455	7.3835	7.7105e-14
23529	CLCF1	2.1426	0.016073	-0.82291	0.79472	0.91453	0.18022
2353	FOS	-0.0088497	0.50353	0.98245	0.16294	3.0995	0.00096936
23530	NNT	-0.28044	0.61043	1.6349	0.051031	0.84074	0.20025
23531	MMD	-0.32445	0.6272	-0.78201	0.7829	2.2593	0.011932
23532	PRAME	-0.66245	0.74616	0.95657	0.16939	1.1235	0.13061
23533	PIK3R5	2.3934	0.0083466	0.77911	0.21796	0.13545	0.44613
23534	TNPO3	1.3165	0.09401	-0.18462	0.57324	0.62359	0.26645
23536	ADAT1	-0.41435	0.66069	1.0204	0.15376	1.1078	0.13398
23538	OR52A1	1.469	0.070914	-0.24966	0.59857	-0.59833	0.72519
23539	SLC16A8	6.1094	5e-10	1.8344	0.033297	2.193	0.014155
2354	FOSB	2.1186	0.017063	0.22759	0.40998	0.12006	0.45222
23541	SEC14L2	0.87411	0.19103	0.9168	0.17962	-0.078649	0.53134
23542	MAPK8IP2	0.63992	0.26111	0.47273	0.3182	1.1284	0.12959
