gene_symbol	gene_id	muller_nearest_peak_count	all_class_nearest_peak_count	muller_specificity_ratio	n_classes_with_nearest_peak	classes	context_status
OR11H1	81061	1	4	0.25	4	AC;BC;Cone;MG	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4F17	81099	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CALR	811	5	34	0.147058824	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DPF3	8110	22	450	0.0488888889	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GPR68	8111	9	136	0.0661764706	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4K15	81127	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TCL1A	8115	2	35	0.0571428571	7	AC;BC;Cone;HC;MG;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR8J3	81168	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AP3B2	8120	4	55	0.0727272727	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ANP32A	8125	7	66	0.106060606	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ST8SIA2	8128	23	178	0.129213483	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR51G2	81282	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR51E2	81285	0	8	0	3	AC;BC;HC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CALU	813	4	33	0.121212121	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4P4	81300	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4C15	81309	0	6	0	3	AC;HC;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NPRL3	8131	4	41	0.0975609756	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4A5	81318	0	2	0	1	RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4A16	81327	1	3	0.333333333	3	AC;BC;MG	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4A15	81328	0	2	0	1	RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR10W1	81341	0	3	0	3	AC;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GAN	8139	6	66	0.0909090909	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2AE1	81392	1	3	0.333333333	2	Cone;MG	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR4F16	81399	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMK4	814	3	111	0.027027027	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC7A5	8140	23	161	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR6N2	81442	0	1	0	1	Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR6K2	81448	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2L5	81466	1	2	0.5	2	BC;MG	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2G3	81469	0	3	0	2	Cone;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2G2	81470	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2C3	81472	0	6	0	3	AC;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TAF15	8148	10	69	0.144927536	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
POLR2M	81488	8	70	0.114285714	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PTDSS2	81490	9	125	0.072	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GPR63	81491	3	41	0.0731707317	8	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RSPH6A	81492	5	38	0.131578947	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SYNC	81493	2	36	0.0555555556	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CFHR5	81494	0	1	0	1	HC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMK2A	815	27	121	0.223140496	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DCSTAMP	81501	26	241	0.107883817	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HM13	81502	3	66	0.0454545455	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RND2	8153	9	32	0.28125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MOB2	81532	39	357	0.109243697	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ITFG1	81533	0	38	0	5	AC;Cone;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SGPP1	81537	2	64	0.03125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC38A1	81539	16	179	0.0893854749	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TMX1	81542	7	129	0.0542635659	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LRRC3	81543	4	46	0.0869565217	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GDPD5	81544	8	247	0.032388664	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FBXO38	81545	6	70	0.0857142857	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TDRD3	81550	7	92	0.0760869565	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
STMN4	81551	5	114	0.0438596491	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
VOPP1	81552	57	567	0.100529101	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FAM49A	81553	54	370	0.145945946	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
WBSCR16	81554	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
YIPF5	81555	7	63	0.111111111	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
VWA9	81556	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MAGED4B	81557	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FAM117A	81558	5	40	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRIM11	81559	4	29	0.137931034	8	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LMAN2L	81562	9	49	0.183673469	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
C1orf21	81563	21	242	0.0867768595	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NDEL1	81565	15	143	0.104895105	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CSRNP2	81566	3	68	0.0441176471	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TXNDC5	81567	7	54	0.12962963	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ACTL8	81569	41	194	0.211340206	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CLPB	81570	13	221	0.0588235294	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PDRG1	81572	4	28	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ANKRD13C	81573	2	34	0.0588235294	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
APOLD1	81575	6	37	0.162162162	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CCDC130	81576	13	83	0.156626506	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GFOD2	81577	4	44	0.0909090909	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
COL21A1	81578	52	296	0.175675676	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PLA2G12A	81579	3	38	0.0789473684	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMK2B	816	10	301	0.0332225914	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CDADC1	81602	19	104	0.182692308	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRIM8	81603	42	421	0.0997624703	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
URM1	81605	7	62	0.112903226	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LBH	81606	16	178	0.0898876404	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PVRL4	81607	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FIP1L1	81608	2	14	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SNX27	81609	7	102	0.068627451	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
COIL	8161	2	26	0.0769230769	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FAM83D	81610	3	73	0.0410958904	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ANP32E	81611	8	83	0.0963855422	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NIPA2	81614	3	69	0.0434782609	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TMEM163	81615	3	303	0.0099009901	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ACSBG2	81616	11	87	0.126436782	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAB39L	81617	13	76	0.171052632	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ITM2C	81618	15	165	0.0909090909	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TSPAN14	81619	25	186	0.134408602	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CDT1	81620	6	54	0.111111111	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KAZALD1	81621	10	98	0.102040816	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
UNC93B1	81622	8	55	0.145454545	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DEFB126	81623	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DIAPH3	81624	2	52	0.0384615385	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SHCBP1L	81626	2	27	0.0740740741	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRMT1L	81627	1	14	0.0714285714	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TSC22D4	81628	7	43	0.162790698	8	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TSSK3	81629	11	71	0.154929577	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MAP1LC3B	81631	14	161	0.0869565217	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AKAP1	8165	14	209	0.0669856459	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CCNL2	81669	4	11	0.363636364	7	AC;Astrocyte;BC;Cone;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
VMP1	81671	0	16	0	6	AC;BC;Cone;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
C6orf62	81688	6	78	0.0769230769	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ISCA1	81689	7	79	0.0886075949	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LOC81691	81691	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AMN	81693	4	102	0.0392156863	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR5V1	81696	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR2B2	81697	1	13	0.0769230769	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMK2D	817	28	498	0.0562248996	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC14A2	8170	9	86	0.104651163	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DOCK8	81704	1	13	0.0769230769	6	Astrocyte;BC;Cone;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PPP1R14C	81706	2	41	0.0487804878	7	AC;Astrocyte;BC;Cone;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MADCAM1	8174	15	81	0.185185185	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SF3A2	8175	2	12	0.166666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ELL	8178	18	158	0.113924051	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRIM7	81786	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NUAK2	81788	16	169	0.0946745562	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TIGD6	81789	4	72	0.0555555556	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RNF170	81790	3	51	0.0588235294	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ADAMTS12	81792	9	44	0.204545455	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TLR10	81793	13	74	0.175675676	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ADAMTS10	81794	6	49	0.12244898	8	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLCO5A1	81796	12	146	0.0821917808	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
OR12D3	81797	0	1	0	1	Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMK2G	818	15	234	0.0641025641	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NETO2	81831	16	47	0.340425532	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NETO1	81832	2	14	0.142857143	3	BC;MG;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SPACA1	81833	8	68	0.117647059	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
VANGL1	81839	19	176	0.107954545	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRIM56	81844	8	53	0.150943396	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SBF2	81846	4	78	0.0512820513	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RNF146	81847	4	61	0.0655737705	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SPRY4	81848	4	22	0.181818182	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ST6GALNAC5	81849	13	147	0.0884353741	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KRTAP1-3	81850	0	1	0	1	BC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KRTAP1-1	81851	0	1	0	1	BC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TMEM14B	81853	2	21	0.0952380952	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SFXN3	81855	8	90	0.0888888889	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ZNF611	81856	3	25	0.12	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MED25	81857	3	29	0.103448276	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SHARPIN	81858	2	18	0.111111111	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ZNF239	8187	1	19	0.0526315789	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KRTAP9-9	81870	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KRTAP4-6	81871	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KRTAP2-1	81872	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ARPC5L	81873	4	91	0.043956044	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ISG20L2	81875	4	28	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RAB1B	81876	8	79	0.101265823	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LAS1L	81887	2	19	0.105263158	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HYI	81888	5	49	0.102040816	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FAHD1	81889	4	34	0.117647059	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SYMPK	8189	4	23	0.173913043	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
